"page #",x,y,text
1,129.41659952186,412.17619954822,號
1,129.41659952186,564.176199066,次
1,250.48740004231,488.17620005711,"相  片"
1,407.21179956879,412.17619954822,姓
1,407.21179956879,564.176199066,名
1,463.90480057836,412.17619954822,出
1,463.90480057836,450.17619905266,生
1,463.90480057836,488.17620005711,年
1,463.90480057836,526.17619956156,月
1,463.90480057836,564.176199066,日
1,520.59780008794,412.17619954822,性
1,520.59780008794,564.176199066,別
1,577.29060009752,412.17619954822,出
1,577.29060009752,488.17620005711,生
1,577.29060009752,564.176199066,地
1,633.98359960709,412.17619954822,推
1,633.98359960709,450.17619905266,薦
1,633.98359960709,488.17620005711,之
1,633.98359960709,526.17619956156,政
1,633.98359960709,564.176199066,黨
1,726.70780062275,492.42819905761,"學  歷 經  歷 政        見"
1,132.06880052231,752.97879908809,1
1,404.21179956828,675.22500007899,李
1,404.21179956828,747.22500008742,碧
1,404.21179956828,819.22500009584,菁
1,463.90480057836,660.42039907726,61
1,463.90480057836,694.42039958124,年
1,471.90460057971,728.42040008522,8
1,463.90480057836,762.42039908919,月
1,463.90480057836,796.42039959317,28
1,463.90480057836,830.42040009715,日
1,520.59780008794,745.4203995872,女
1,577.29060009752,660.42039907726,臺
1,577.29060009752,694.42039958124,灣
1,577.29060009752,728.42040008522,省
1,577.29060009752,762.42039908919,嘉
1,577.29060009752,796.42039959317,義
1,577.29060009752,830.42040009715,縣
1,633.98359960709,677.42040007925,民
1,633.98359960709,711.42039908323,主
1,633.98359960709,745.4203995872,進
1,633.98359960709,779.42040009118,步
1,633.98359960709,813.42039909516,黨
1,689.1016006164,671.0142000785,中埔國小畢業
1,689.1016006164,707.01420008271,中埔國中畢業
1,689.1016006164,743.01420008692,嘉義女中畢業
1,689.1016006164,779.01420009113,淡江大學交通管
1,689.1016006164,815.01420009535,理學系畢業
1,876.7552006481,625.41259957316,中埔國小代課老師
1,876.7552006481,651.41259907621,86年國家考試普考及格
1,876.7552006481,677.41260007925,嘉義林管處阿里山森林
1,876.7552006481,703.41259958229,小火車列車長
1,876.7552006481,729.41259908533,嘉義市東區公所調解幹
1,876.7552006481,755.41260008837,事
1,876.7552006481,781.41259959141,竹崎鄉戶政事務所課員
1,876.7552006481,807.41259909446,中埔鄉戶政事務所課員
1,876.7552006481,833.4126000975,中埔鄉公所殯葬管理所
1,876.7552006481,859.41259960054,所長
1,1097.8573996854,606.54379957096,一、推動地方建設拼觀光打造亮麗中埔
1,1119.8574001892,617.1438000722,1.優先爭取轄內嘉134線塩館段、嘉139線同仁段、台18線大義路口至富收嘉139
1,1131.8574001912,627.74359957344,線圓環區段公路瓶頸路段拓寬，以改善轄內區域交通安全。
1,1119.8574001892,638.34379957468,2.配合都市計畫通盤檢討，將和睦都市計畫區廿一號道路、吳鳳廟特定區III-2
1,1131.8574001912,648.94380007592,號道路與吳鳳廟廣場旁8m道路等計畫道路，納入內政部營建署104～107生活
1,1131.8574001912,659.54379907716,圈－市區道路建設計畫，俾續爭取補助經費辦理徵收開闢。
1,1119.8574001892,670.1437995784,3.爭取台18線替代道路阿里山大道闢建工程。
1,1119.8574001892,680.74359907964,4.積極推動中埔村辦公處及社區活動中心用地取得及興建工程。
1,1119.8574001892,691.34379908088,5.加速推動吳鳳廟特定區內公共設施，以利地方發展。
1,1119.8574001892,701.94379958212,6.爭取西拉雅國家風景區管理處積極開發，中崙溫泉風景區沿線觀光發展。
1,1119.8574001892,712.54380008336,7.配合和睦都市計畫公九用地取得與開發，以滿足地方社區活動需求。
1,1097.8573996854,723.1437990846,二、行銷推廣創新農業
1,1119.8574001892,733.74360008584,1.「田園中埔、綠活農村」中埔鄉苗木生產專區催生計畫。
1,1119.8574001892,744.34380008708,2.加強推廣地方農產品並與農會合作替農民做好行銷通路。
1,1119.8574001892,754.94379908832,3.整合中埔鄉各休閒產業，發展農村旅遊。
1,1097.8573996854,765.54379958956,三、推動社區環境改造、爭取地方老人、幼兒新福利
1,1119.8574001892,776.1438000908,1.推動農村社區營造綠美化，提升農村及社區居住品質。
1,1119.8574001892,786.74359959204,2.增設社區照顧關懷據點，建構社區照顧網路。
1,1119.8574001892,797.34379959328,3.推動環保新觀念，減少資源再浪費。
1,1097.8573996854,807.94380009452,四、地方文化教育再進步
1,1119.8574001892,818.54379909576,1.持續推動客家文化，並營造客家聚落文化新亮點。
1,1119.8574001892,829.143799597,2.多元推廣中埔藝文活動，讓地方文化再推動。
1,1119.8574001892,839.74359909824,3.將鄉內重要文化地景資源，導入生活美學與推展環境藝術化讓文化地景再生。
1,1119.8574001892,850.34379909948,4.與鄉內小學合作，尋找在地文化特色，讓鄉土文化再紮根。
1,1119.8574001892,860.94379960072,5.推動行動圖書館，帶動全鄉閱讀風氣。
